x_index,xprime_index,x,xprime,difference,source_exact,source_qtt,source_abs_error,kernel_exact,kernel_mpo,abs_error
16,39,15,38,41,0.0380525732695185,0.0380525732695185,0.0000000000000000,0.0380525732695185,0.0380525732695185,0.0000000000000000
16,40,15,39,40,0.0329022721142147,0.0329022721142147,0.0000000000000000,0.0329022721142147,0.0329022721142147,0.0000000000000000
16,41,15,40,39,0.0288391653778602,0.0288391653778602,0.0000000000000000,0.0288391653778602,0.0288391653778602,0.0000000000000000
16,42,15,41,38,0.0256569901351033,0.0256569901351033,0.0000000000000000,0.0256569901351033,0.0256569901351033,0.0000000000000000
16,43,15,42,37,0.0231944436069089,0.0231944436069089,0.0000000000000000,0.0231944436069089,0.0231944436069089,0.0000000000000000
16,44,15,43,36,0.0213274764151859,0.0213274764151859,0.0000000000000000,0.0213274764151859,0.0213274764151859,0.0000000000000000
16,45,15,44,35,0.0199628811671466,0.0199628811671466,0.0000000000000000,0.0199628811671466,0.0199628811671466,0.0000000000000000
16,46,15,45,34,0.0190331980102751,0.0190331980102751,0.0000000000000000,0.0190331980102751,0.0190331980102751,0.0000000000000000
16,47,15,46,33,0.0184928806009783,0.0184928806009783,0.0000000000000000,0.0184928806009783,0.0184928806009783,0.0000000000000000
16,48,15,47,32,0.0183156388887342,0.0183156388887342,0.0000000000000000,0.0183156388887342,0.0183156388887342,0.0000000000000000
16,49,15,48,31,0.0184928806009783,0.0184928806009783,0.0000000000000000,0.0184928806009783,0.0184928806009783,0.0000000000000000
16,50,15,49,30,0.0190331980102751,0.0190331980102751,0.0000000000000000,0.0190331980102751,0.0190331980102751,0.0000000000000000
16,51,15,50,29,0.0199628811671466,0.0199628811671466,0.0000000000000000,0.0199628811671466,0.0199628811671466,0.0000000000000000
16,52,15,51,28,0.0213274764151859,0.0213274764151859,0.0000000000000000,0.0213274764151859,0.0213274764151859,0.0000000000000000
16,53,15,52,27,0.0231944436069089,0.0231944436069089,0.0000000000000000,0.0231944436069089,0.0231944436069089,0.0000000000000000
16,54,15,53,26,0.0256569901351033,0.0256569901351033,0.0000000000000000,0.0256569901351033,0.0256569901351033,0.0000000000000000
16,55,15,54,25,0.0288391653778603,0.0288391653778603,0.0000000000000000,0.0288391653778603,0.0288391653778603,0.0000000000000000
16,56,15,55,24,0.0329022721142147,0.0329022721142147,0.0000000000000000,0.0329022721142147,0.0329022721142147,0.0000000000000000
16,57,15,56,23,0.0380525732695186,0.0380525732695186,0.0000000000000000,0.0380525732695186,0.0380525732695186,0.0000000000000000
16,58,15,57,22,0.0445501184597709,0.0445501184597709,0.0000000000000000,0.0445501184597709,0.0445501184597709,0.0000000000000000
16,59,15,58,21,0.0527182557948177,0.0527182557948177,0.0000000000000000,0.0527182557948177,0.0527182557948177,0.0000000000000000
16,60,15,59,20,0.0629529998757699,0.0629529998757700,0.0000000000000000,0.0629529998757699,0.0629529998757700,0.0000000000000000
16,61,15,60,19,0.0757308740312885,0.0757308740312885,0.0000000000000000,0.0757308740312885,0.0757308740312885,0.0000000000000000
16,62,15,61,18,0.0916131330168869,0.0916131330168870,0.0000000000000000,0.0916131330168869,0.0916131330168870,0.0000000000000000
16,63,15,62,17,0.1112434450401490,0.1112434450401491,0.0000000000000000,0.1112434450401490,0.1112434450401491,0.0000000000000000
16,64,15,63,16,0.1353352832366127,0.1353352832366127,0.0000000000000000,0.1353352832366127,0.1353352832366127,0.0000000000000000
17,1,16,0,16,0.1353352832366127,0.1353352832366127,0.0000000000000000,0.1353352832366127,0.1353352832366127,0.0000000000000000
17,2,16,1,15,0.1646446573290126,0.1646446573290126,0.0000000000000000,0.1646446573290126,0.1646446573290126,0.0000000000000000
17,3,16,2,14,0.1999237258413385,0.1999237258413386,0.0000000000000001,0.1999237258413385,0.1999237258413386,0.0000000000000001
17,4,16,3,13,0.2418516770474220,0.2418516770474220,0.0000000000000000,0.2418516770474220,0.2418516770474220,0.0000000000000000
17,5,16,4,12,0.2909414789585543,0.2909414789585543,0.0000000000000001,0.2909414789585543,0.2909414789585543,0.0000000000000001
17,6,16,5,11,0.3474249785504978,0.3474249785504978,0.0000000000000001,0.3474249785504978,0.3474249785504978,0.0000000000000001
17,7,16,6,10,0.4111243588560455,0.4111243588560455,0.0000000000000001,0.4111243588560455,0.4111243588560455,0.0000000000000001
17,8,16,7,9,0.4813245811001607,0.4813245811001607,0.0000000000000000,0.4813245811001607,0.4813245811001607,0.0000000000000000
17,9,16,8,8,0.5566679050356920,0.5566679050356920,0.0000000000000000,0.5566679050356920,0.5566679050356920,0.0000000000000000
17,10,16,9,7,0.6350960108850809,0.6350960108850809,0.0000000000000000,0.6350960108850809,0.6350960108850809,0.0000000000000000
17,11,16,10,6,0.7138654531294831,0.7138654531294831,0.0000000000000000,0.7138654531294831,0.7138654531294831,0.0000000000000000
17,12,16,11,5,0.7896563159324306,0.7896563159324305,0.0000000000000001,0.7896563159324306,0.7896563159324305,0.0000000000000001
17,13,16,12,4,0.8587813453490816,0.8587813453490816,0.0000000000000000,0.8587813453490816,0.8587813453490816,0.0000000000000000
17,14,16,13,3,0.9174847425769703,0.9174847425769702,0.0000000000000001,0.9174847425769703,0.9174847425769702,0.0000000000000001
17,15,16,14,2,0.9622996029803553,0.9622996029803552,0.0000000000000001,0.9622996029803553,0.9622996029803552,0.0000000000000001
17,16,16,15,1,0.9904156785484942,0.9904156785484942,0.0000000000000000,0.9904156785484942,0.9904156785484942,0.0000000000000000
