index,x,exact,qtt,abs_error
101,1.3622047244094486,1.8556017112034218,1.8556017112034233,0.0000000000000016
102,1.3858267716535431,1.9205158410316814,1.9205158410316825,0.0000000000000011
103,1.4094488188976380,1.9865459730919466,1.9865459730919466,0.0000000000000000
104,1.4330708661417324,2.0536921073842151,2.0536921073842151,0.0000000000000000
105,1.4566929133858268,2.1219542439084882,2.1219542439084877,0.0000000000000004
106,1.4803149606299213,2.1913323826647653,2.1913323826647648,0.0000000000000004
107,1.5039370078740157,2.2618265236530473,2.2618265236530473,0.0000000000000000
108,1.5275590551181102,2.3334366668733337,2.3334366668733342,0.0000000000000004
109,1.5511811023622046,2.4061628123256242,2.4061628123256247,0.0000000000000004
110,1.5748031496062991,2.4800049600099197,2.4800049600099197,0.0000000000000000
111,1.5984251968503935,2.5549631099262191,2.5549631099262196,0.0000000000000004
112,1.6220472440944880,2.6310372620745235,2.6310372620745235,0.0000000000000000
113,1.6456692913385824,2.7082274164548319,2.7082274164548323,0.0000000000000004
114,1.6692913385826773,2.7865335730671466,2.7865335730671452,0.0000000000000013
115,1.6929133858267718,2.8659557319114644,2.8659557319114635,0.0000000000000009
116,1.7165354330708662,2.9464938929877862,2.9464938929877862,0.0000000000000000
117,1.7401574803149606,3.0281480562961125,3.0281480562961129,0.0000000000000004
118,1.7637795275590551,3.1109182218364437,3.1109182218364433,0.0000000000000004
119,1.7874015748031495,3.1948043896087790,3.1948043896087785,0.0000000000000004
120,1.8110236220472440,3.2798065596131187,3.2798065596131187,0.0000000000000000
121,1.8346456692913384,3.3659247318494629,3.3659247318494629,0.0000000000000000
122,1.8582677165354329,3.4531589063178121,3.4531589063178121,0.0000000000000000
123,1.8818897637795273,3.5415090830181652,3.5415090830181657,0.0000000000000004
124,1.9055118110236222,3.6309752619505247,3.6309752619505247,0.0000000000000000
125,1.9291338582677167,3.7215574431148868,3.7215574431148868,0.0000000000000000
126,1.9527559055118111,3.8132556265112534,3.8132556265112534,0.0000000000000000
127,1.9763779527559056,3.9060698121396245,3.9060698121396245,0.0000000000000000
128,2.0000000000000000,4.0000000000000000,4.0000000000000000,0.0000000000000000
