x_index,y_index,x,y,exact,qtt,abs_error
4,5,-0.9062500000000000,-0.8750000000000000,0.6146606161012269,0.6146637303720870,0.0000031142708601
4,6,-0.9062500000000000,-0.8437500000000000,0.6356458260912747,0.6356441343879780,0.0000016917032968
4,7,-0.9062500000000000,-0.8125000000000000,0.6572697630234409,0.6572640879867884,0.0000056750366525
4,8,-0.9062500000000000,-0.7812500000000000,0.6795137229919839,0.6795087018004644,0.0000050211915195
4,9,-0.9062500000000000,-0.7500000000000000,0.7023512304864331,0.7023511747084311,0.0000000557780020
4,10,-0.9062500000000000,-0.7187500000000000,0.7257470091285366,0.7257526631896749,0.0000056540611383
4,11,-0.9062500000000000,-0.6875000000000000,0.7496559196462561,0.7496640006031505,0.0000080809568944
4,12,-0.9062500000000000,-0.6562500000000000,0.7740218903065852,0.7740272134384452,0.0000053231318600
4,13,-0.9062500000000000,-0.6250000000000000,0.7987768729133514,0.7987755288776647,0.0000013440356867
4,14,-0.9062500000000000,-0.5937500000000000,0.8238398661260218,0.8238316168111911,0.0000082493148307
4,15,-0.9062500000000000,-0.5625000000000000,0.8491160569173106,0.8491047058208614,0.0000113510964492
4,16,-0.9062500000000000,-0.5312500000000000,0.8744961399193824,0.8744877093988018,0.0000084305205805
4,17,-0.9062500000000000,-0.5000000000000000,0.8998558824563253,0.8998555192969471,0.0000003631593782
4,18,-0.9062500000000000,-0.4687500000000000,0.9250560092505601,0.9250652218678845,0.0000092126173245
4,19,-0.9062500000000000,-0.4375000000000000,0.9499424839511670,0.9499583206503786,0.0000158366992116
4,20,-0.9062500000000000,-0.4062500000000000,0.9743472634543655,0.9743643105112407,0.0000170470568752
4,21,-0.9062500000000000,-0.3750000000000000,0.9980895941362236,0.9981043714125837,0.0000147772763601
4,22,-0.9062500000000000,-0.3437500000000000,1.0209779054000159,1.0209937409345835,0.0000158355345676
4,23,-0.9062500000000000,-0.3125000000000000,1.0428123345146441,1.0428416358057671,0.0000293012911230
4,24,-0.9062500000000000,-0.2812500000000000,1.0633878873473457,1.0634484823353756,0.0000605949880299
4,25,-0.9062500000000000,-0.2500000000000000,1.0824982028838428,1.0826016109751293,0.0001034080912865
4,26,-0.9062500000000000,-0.2187500000000000,1.0999398470396149,1.1000722301079260,0.0001323830683111
4,27,-0.9062500000000000,-0.1875000000000000,1.1155170159919823,1.1156179709055327,0.0001009549135504
4,28,-0.9062500000000000,-0.1562500000000000,1.1290464849607480,1.1289958974305379,0.0000505875302101
4,29,-0.9062500000000000,-0.1250000000000000,1.1403625996703639,1.1399896312683346,0.0003729684020293
4,30,-0.9062500000000000,-0.0937500000000000,1.1493220795546377,1.1484498560822309,0.0008722234724068
4,31,-0.9062500000000000,-0.0625000000000000,1.1558083886405706,1.1543382961832023,0.0014700924573683
4,32,-0.9062500000000000,-0.0312500000000000,1.1597354353538099,1.1577492618960403,0.0019861734577695
4,33,-0.9062500000000000,0.0000000000000000,1.1610503877726881,1.1588575487718586,0.0021928390008294
4,34,-0.9062500000000000,0.0312500000000000,1.1597354353538099,1.1577492618960270,0.0019861734577828
4,35,-0.9062500000000000,0.0625000000000000,1.1558083886405706,1.1543382961831867,0.0014700924573838
4,36,-0.9062500000000000,0.0937500000000000,1.1493220795546377,1.1484498560822098,0.0008722234724279
4,37,-0.9062500000000000,0.1250000000000000,1.1403625996703639,1.1399896312683480,0.0003729684020159
4,38,-0.9062500000000000,0.1562500000000000,1.1290464849607480,1.1289958974305163,0.0000505875302317
4,39,-0.9062500000000000,0.1875000000000000,1.1155170159919823,1.1156179709055349,0.0001009549135527
4,40,-0.9062500000000000,0.2187500000000000,1.0999398470396149,1.1000722301079249,0.0001323830683100
4,41,-0.9062500000000000,0.2500000000000000,1.0824982028838428,1.0826016109751098,0.0001034080912670
4,42,-0.9062500000000000,0.2812500000000000,1.0633878873473457,1.0634484823353980,0.0000605949880523
4,43,-0.9062500000000000,0.3125000000000000,1.0428123345146441,1.0428416358057964,0.0000293012911523
4,44,-0.9062500000000000,0.3437500000000000,1.0209779054000159,1.0209937409343890,0.0000158355343731
4,45,-0.9062500000000000,0.3750000000000000,0.9980895941362236,0.9981043714129084,0.0000147772766849
4,46,-0.9062500000000000,0.4062500000000000,0.9743472634543655,0.9743643105109615,0.0000170470565960
4,47,-0.9062500000000000,0.4375000000000000,0.9499424839511670,0.9499583206504576,0.0000158366992906
4,48,-0.9062500000000000,0.4687500000000000,0.9250560092505601,0.9250652218679046,0.0000092126173445
4,49,-0.9062500000000000,0.5000000000000000,0.8998558824563253,0.8998555192969483,0.0000003631593770
4,50,-0.9062500000000000,0.5312500000000000,0.8744961399193824,0.8744877093987586,0.0000084305206237
4,51,-0.9062500000000000,0.5625000000000000,0.8491160569173106,0.8491047058208194,0.0000113510964912
4,52,-0.9062500000000000,0.5937500000000000,0.8238398661260218,0.8238316168115746,0.0000082493144472
4,53,-0.9062500000000000,0.6250000000000000,0.7987768729133514,0.7987755288768659,0.0000013440364856
4,54,-0.9062500000000000,0.6562500000000000,0.7740218903065852,0.7740272134391560,0.0000053231325708
4,55,-0.9062500000000000,0.6875000000000000,0.7496559196462561,0.7496640006029590,0.0000080809567029
4,56,-0.9062500000000000,0.7187500000000000,0.7257470091285366,0.7257526631895671,0.0000056540610305
4,57,-0.9062500000000000,0.7500000000000000,0.7023512304864331,0.7023511747084903,0.0000000557779428
4,58,-0.9062500000000000,0.7812500000000000,0.6795137229919839,0.6795087018004922,0.0000050211914917
4,59,-0.9062500000000000,0.8125000000000000,0.6572697630234409,0.6572640879868645,0.0000056750365763
4,60,-0.9062500000000000,0.8437500000000000,0.6356458260912747,0.6356441343877532,0.0000016917035215
4,61,-0.9062500000000000,0.8750000000000000,0.6146606161012269,0.6146637303723131,0.0000031142710862
4,62,-0.9062500000000000,0.9062500000000000,0.5943260435529554,0.5943296337900699,0.0000035902371145
4,63,-0.9062500000000000,0.9375000000000000,0.5746481402500617,0.5746474650032389,0.0000006752468228
4,64,-0.9062500000000000,0.9687500000000000,0.5556279029387506,0.5556259596334565,0.0000019433052941
